0.000000000000000000e+00 1.000000000000000021e-03
1.000000000000000000e+06 9.988088731427745628e-04
7.305159161662879586e+07 9.381706762704311456e-04
1.570291251032747924e+08 8.780015033372566384e-04
2.425044402464271188e+08 8.230811787557095914e-04
3.301320695891695619e+08 7.718684266584259187e-04
4.205639487023553252e+08 7.236113304355504304e-04
5.142301945813918710e+08 6.779564073969477321e-04
6.114468818961384296e+08 6.347132859960021283e-04
7.124855535457152128e+08 5.937567354264254582e-04
8.176081939152760506e+08 5.549874368914166573e-04
9.270837089160326719e+08 5.183167475363292809e-04
1.041195772635420084e+09 4.836609456415568819e-04
1.160246952826018810e+09 4.509391060466649663e-04
1.284561345316779375e+09 4.200723279362104262e-04
1.414486677784653425e+09 3.909834555178145696e-04
1.550396284188669682e+09 3.635969773113961918e-04
1.692691115901707649e+09 3.378389915961234899e-04
1.841801860102557421e+09 3.136371987594602445e-04
1.998191198834728956e+09 2.909209069093286271e-04
2.162356227993943214e+09 2.696210458523384183e-04
2.334831050886140823e+09 2.496701873343373465e-04
2.516189559791407108e+09 2.310025702940151997e-04
2.707048419249343395e+09 2.135541300514157039e-04
2.908070265640233994e+09 1.972625303938650818e-04
3.119967138402122021e+09 1.820671974583926579e-04
3.343504159669297695e+09 1.681389390457044991e-04
3.589163821976372719e+09 1.556513085586734894e-04
3.661188984299751759e+09 1.523007398487728650e-04
3.801886086091026783e+09 1.464486903111357323e-04
3.875553708146437645e+09 1.433979560333248219e-04
3.944936108012457371e+09 1.407547298970888289e-04
4.244936108012457371e+09 1.309785356770475789e-04
4.394936108012456894e+09 1.263325486351366662e-04
4.469936108012456894e+09 1.241207045762680948e-04
4.544936108012456894e+09 1.220169595760308497e-04
4.619936108012456894e+09 1.200057633523794086e-04
4.694936108012456894e+09 1.180697767678273843e-04
4.994936108012456894e+09 1.108244780821703772e-04
5.144936108012456894e+09 1.073790177860318735e-04
5.444936108012456894e+09 1.010133052584272494e-04
5.594936108012456894e+09 9.808032027185715378e-05
5.744936108012456894e+09 9.532247195961274157e-05
6.044936108012456894e+09 9.022052837509961416e-05
6.344936108012456894e+09 8.527394128965221575e-05
6.494936108012456894e+09 8.300204302019526458e-05
6.644936108012456894e+09 8.085888526181780769e-05
6.794936108012456894e+09 7.878838650606362337e-05
7.094936108012456894e+09 7.490111542608894103e-05
7.394936108012456894e+09 7.132012968831119841e-05
7.694936108012456894e+09 6.801677190822212257e-05
7.844936108012456894e+09 6.643798415415317889e-05
8.144936108012456894e+09 6.329526394268863792e-05
8.444936108012456894e+09 6.049824909114758604e-05
8.744936108012456894e+09 5.769349463886431687e-05
9.044936108012456894e+09 5.524611800384771364e-05
9.344936108012456894e+09 5.286477544603481138e-05
9.644936108012456894e+09 5.072895230488929627e-05
9.944936108012456894e+09 4.873451747079310820e-05
1.024493610801245689e+10 4.685706547439447655e-05
1.054493610801245689e+10 4.508647176606811382e-05
1.084493610801245689e+10 4.341475769946184955e-05
1.114493610801245689e+10 4.183476708306645885e-05
1.144493610801245689e+10 4.033999206190855540e-05
1.174493610801245689e+10 3.892450651477330920e-05
1.204493610801245689e+10 3.758290010991892577e-05
1.234493610801245689e+10 3.631023327213427131e-05
1.264493610801245689e+10 3.510199381898771132e-05
1.294493610801245689e+10 3.395413312243517458e-05
1.324493610801245689e+10 3.286215539621643449e-05
1.354493610801245689e+10 3.182278618920058189e-05
1.384493610801245689e+10 3.083309486964066137e-05
1.414493610801245689e+10 2.988966261918541670e-05
1.444493610801245689e+10 2.898951755764100411e-05
1.474493610801245689e+10 2.813069031350820938e-05
1.504493610801245689e+10 2.730988599914417069e-05
1.534493610801245689e+10 2.652555823556554187e-05
1.564493610801245689e+10 2.577530238009295265e-05
1.594493610801245689e+10 2.505724197046200902e-05
1.624493610801245689e+10 2.436962944972623503e-05
1.654493610801245689e+10 2.371066183237436430e-05
1.684493610801245689e+10 2.307886867282004826e-05
1.714493610801245689e+10 2.247278666391669020e-05
1.744493610801245499e+10 2.189092040449634079e-05
1.774493610801245499e+10 2.133233586707489006e-05
1.804493610801245499e+10 2.079515996292647002e-05
1.834493610801245499e+10 2.027904264943694720e-05
1.864493610801245499e+10 1.978236738983491178e-05
1.894493610801245499e+10 1.930448298780595249e-05
1.924493610801245499e+10 1.884454754058390198e-05
1.954493610801245499e+10 1.840102563610146938e-05
1.984493610801245499e+10 1.797392243752647751e-05
2.014493610801245499e+10 1.756222854552706611e-05
