0.000000000000000000e+00 1.000000000000000021e-03
1.000000000000000000e+06 9.989090111097555583e-04
7.286827202360785007e+07 9.383085721271643316e-04
1.566048874428422749e+08 8.779141186729263416e-04
2.418625382719511092e+08 8.227483740820240284e-04
3.293022661132986546e+08 7.713042816469821037e-04
4.195769695134762526e+08 7.228367627340138903e-04
5.131155036303948164e+08 6.769950374523889605e-04
6.102337906444296837e+08 6.335892593106022281e-04
7.112044703083637953e+08 5.924935478057205248e-04
8.162914777529512644e+08 5.536073785933983988e-04
9.257662196095614433e+08 5.168406746863869099e-04
1.039915257224491477e+09 4.821082072064743901e-04
1.159044359552341938e+09 4.493275401035709874e-04
1.283481113158667326e+09 4.184182868221954883e-04
1.413577025591819525e+09 3.893018445017347017e-04
1.549709511065206289e+09 3.619013002520016231e-04
1.692283918571299314e+09 3.361414004793714864e-04
1.841735670677884817e+09 3.119485464625101597e-04
1.998532545051402807e+09 2.892508029161347397e-04
2.163177118456374645e+09 2.679779146304659006e-04
2.336209386907131195e+09 2.480613291989761798e-04
2.518209575726204872e+09 2.294342244615810080e-04
2.709801153481573582e+09 2.120315394851595380e-04
2.911654064720462799e+09 1.957900081086463709e-04
3.124488196508076668e+09 1.806481937543372228e-04
3.349077095985857010e+09 1.665465244258854767e-04
3.573665995463637352e+09 1.540587716582709674e-04
3.823276947971098900e+09 1.418366085347082489e-04
4.087599777128333092e+09 1.304739725316065798e-04
4.367345089542629242e+09 1.199347981752943800e-04
4.663609033375103951e+09 1.101694865127637862e-04
4.963609033375103951e+09 1.014925328916366031e-04
5.263609033375103951e+09 9.384010665722909228e-05
5.563609033375103951e+09 8.705743651795703835e-05
5.863609033375103951e+09 8.101757467315992989e-05
6.163609033375103951e+09 7.561567240229000262e-05
6.463609033375103951e+09 7.076458115111826526e-05
6.763609033375103951e+09 6.639142925220850729e-05
7.063609033375103951e+09 6.243493646728076119e-05
7.363609033375103951e+09 5.884329238633989704e-05
7.663609033375103951e+09 5.557246909202459909e-05
7.963609033375103951e+09 5.258487064691413904e-05
8.263609033375103951e+09 4.984824558176360524e-05
8.563609033375103951e+09 4.733480606403254928e-05
8.863609033375104904e+09 4.502051049215701606e-05
9.163609033375104904e+09 4.288447608047234497e-05
9.463609033375104904e+09 4.090849542388380410e-05
9.763609033375104904e+09 3.907663669599468369e-05
1.006360903337510490e+10 3.737491146627213909e-05
1.036360903337510490e+10 3.579099746372776546e-05
1.066360903337510490e+10 3.431400620505784048e-05
1.096360903337510490e+10 3.293428742570588967e-05
1.126360903337510490e+10 3.164326383507309399e-05
1.156360903337510490e+10 3.043329096513658555e-05
1.186360903337510490e+10 2.929753786930673891e-05
1.216360903337510490e+10 2.822988521481688075e-05
1.246360903337510490e+10 2.722483794014232079e-05
1.276360903337510490e+10 2.627745015399241292e-05
1.306360903337510490e+10 2.538326035920224311e-05
1.336360903337510490e+10 2.453823541486132906e-05
1.366360903337510490e+10 2.373872191804583923e-05
1.396360903337510490e+10 2.298140390556258994e-05
1.426360903337510490e+10 2.226326595527947026e-05
1.456360903337510490e+10 2.158156091525964605e-05
1.486360903337510490e+10 2.093378160840292637e-05
1.516360903337510490e+10 2.031763596460102461e-05
1.546360903337510490e+10 1.973102511329087662e-05
1.576360903337510490e+10 1.917202404092351023e-05
1.606360903337510490e+10 1.863886447573866732e-05
1.636360903337510490e+10 1.812991971149757498e-05
1.666360903337510490e+10 1.764369112307103159e-05
1.696360903337510490e+10 1.717879616138352181e-05
1.726360903337510300e+10 1.673395764500867255e-05
1.756360903337510300e+10 1.630799419199727051e-05
1.786360903337510300e+10 1.589981165275072120e-05
1.816360903337510300e+10 1.550839542748353391e-05
1.846360903337510300e+10 1.513280356504674298e-05
1.876360903337510300e+10 1.477216055221733917e-05
1.906360903337510300e+10 1.442565171789231097e-05
1.936360903337510300e+10 1.409251818124956212e-05
1.966360903337510300e+10 1.377205228494535818e-05
1.996360903337510300e+10 1.346359346080878828e-05
2.026360903337510300e+10 1.316652448165740030e-05
